"","Date","Time","Location","Operator","Flight #","Route","Type","Registration","Aboard","Fatalities","Ground","Summary","Manufacturer","SurvivorToFatalitiesRatio","DeathRatePercentage"
"4198","07/31/1993","13:00","Nepal","Everest Air","Unknown Flight #","Kathmandu - Bharatpur","Dornier Do-228-101","9N-ACL",19.00,19.00,0.00,"The aircraft flew into a hillside during a visual approach to Bharatpur. The accident happened in daylight and good weather, however,  the mountains were shrouded in clouds.","Dornier",1.00,100
"4199","08/07/1993","15:15","Georgia","Air Taxi - Air Medical Leasing","Unknown Flight #","Unknown Route","Beechcraft C-90","N90BP",4.00,4.00,0.00,"The pilot's failure to adequately evaluate inflight weather conditions which resulted in a loss of control when the airplane encountered a thunderstorm.","Beechcraft",1.00,100
"4200","08/18/1993","16:56","Cuba","American International Airways","808","Norfolk, VA - Guantanamo, Cuba","McDonnell Douglas DC-8-61","N814CK",3.00,0.00,0.00,"The plane crashed 1/4 of a mile short of the runway, while on approach. Impaired judgment, decision making and flying abilities of the captain and flight crew due to the effects of fatigue.","McDonnell",0.00,0
"4201","08/26/1993","Unknown time","Russia","Sakha Airlines","Unknown Flight #","Unknown Route","Let 410UVP-E","RA-67656",24.00,24.00,0.00,"A sudden pitch-up during approach led the crew to go-around.  The pitch-up continued until the plane stalled and crashed.  Improperly loaded baggage shifted the center of gravity beyond the acceptable limit.","Let",1.00,100
"4202","08/28/1993","10:45","Tajikistan","Tajikistan Airlines","Unknown Flight #","Khorag - Dushanbe","Yakovlev YAK-40","CCCP-87995",86.00,82.00,0.00,"While taking off, the aircraft, overloaded by 3 times the number of people the plane was designed for, never got airborne, overran the runway and crashed into the Pyanj river. The crew was coerced into taking off by armed men who commandeered the plane.","Yakovlev",0.95,95
"4203","09/14/1993","15:33","Poland","Lufthansa","2904","Frankfurt - Warszawa","Airbus A320-211","D-AIPN",70.00,2.00,0.00,"The aircraft skidded off  the end of the runway while landing. The crew was made aware of windshear at approach end of runway but not of poor water drainage on the runway nor a change in wind direction. A very light touch of the runway surface with the landing gear and lack of compression of the left landing gear leg to the extent understood by the aircraft computer as the actual landing, resulted in delayed deployment of spoilers and thrust reversers. The delay was about 9 seconds. Thus, the braking commenced with delay and in a condition of heavy rain and strong tailwind the aircraft did not stop on the runway. The aircraft was named Kulbach.","Airbus",0.03,3
"4204","09/21/1993","Unknown time","Georgia","Transair Georgia Airlines","Unknown Flight #","Sochi - Sukhumi","Tupolev TU-134A","CCCP-65893",27.00,27.00,0.00,"Crashed into the sea. Shot down with a missile by Abkhazi separatist rebels.","Tupolev",1.00,100
"4205","09/22/1993","18:30","Georgia","Transair Georgia Airlines","Unknown Flight #","Tbilisi - Sukhumi","Tupolev TU-154B","CCCP-85163",132.00,106.00,0.00,"The aircraft was hit by a missile then crash landed on the runway. Terrorist act  by Abkhazian rebels.","Tupolev",0.80,80
"4206","09/23/1993","Unknown time","Georgia","Transair Georgia Airlines","Unknown Flight #","Sukhumi - Tbilisi","Tupolev 134A","CCCP-65001",30.00,1.00,0.00,"While on the ground, the aircraft struck by artillery fire from Abkhazian rebels, killing one crew member.","Tupolev",0.03,3
"4207","10/04/1993","Unknown time","Georgia","Military - Georgian Air Force","Unknown Flight #","Unknown Route","Mil Mi-8 (helicopter)","Unknown Registration",60.00,60.00,0.00,"No information on how the accident occured","Mil",1.00,100
"4208","10/25/1993","Unknown time","New Zealand","Hibiscus Air","Unknown Flight #","Glentanner - Queenstown","GAF Nomad N-22","ZK-NOM",9.00,9.00,0.00,"The plane was on a seniflight of the Mt. Cook area and impacted Franz Josef Glacier at 4,500 ft. The aircraft became trapped in a narrow valley and as the pilot attempted to turn around within the valley the aircraft stalled while it was in a steep bank.","GAF",1.00,100
"4209","10/26/1993","13:04","China","China Eastern Airlines","5398","Shenzen - Fuzhou","McDonnell Douglas MD-82","B-2103",80.00,2.00,0.00,"While landing during a rainstorm, the aircraft went off the end of the runway, into a swamp, collapsing the landing gear and breaking the fuselage into three sections.","McDonnell",0.02,2
"4210","10/27/1993","19:30","Norway","Wideroe's Flyveselksap","Unknown Flight #","Trondheim - Namsos","de Havilland Canada DHC-6 Twin Otter 300","LN-BNM",20.00,7.00,0.00,"The aircraft descended below minima during a localizer approach, without a glideslope, struck the top of trees and crashed into a swamp in heavy rain showers and strong winds.","de",0.35,35
"4211","11/06/1993","08:51","Indiana","Roadrunner Airlines","Unknown Flight #","Pontiac, MI - Greensburg, IN","Cessna 421B Golden Eagle","N41010",5.00,5.00,0.00,"One witness, located about two miles south of the airport, saw the airplane turn sharply left, drop nose low, recover, drop nose low, and then descend from sight behind trees. Investigators and rescue personnel discovered a large amount of ice debris along the flight path and outside the fire ring at the crash site. An inadvertent stall by the pilot in command. Factors associated with the accident are the icing conditions and low ceilings.","Cessna",1.00,100
"4212","11/10/1993","18:05","Canada","Air Manitoba","205","Winnipeg - Sandy Lake","Hawker Siddeley HS-748-234 Srs. 2A","C-GQTH",7.00,7.00,0.00,"The aircraft took off and made a low right turn, struck trees and crashed. The crew most likely lost situational awareness and as a result did not detect the increasing deviation from their intended flight path. Contributing factor was the loss of AC power to some of the flight instruments the reason for which could not be determined.","Hawker",1.00,100
"4213","11/13/1993","14:55","China","China Northern Airlines","6901","Beijing - Urumqi","McDonnell Douglas MD-82","B-2141",102.00,12.00,0.00,"The plane crashed short of the runway while landing in dense fog, hitting power lines and a wall. The autopilot disconnected during approach and re-engaged with the vertical speed mode at 800ft/min.","McDonnell",0.12,12
"4214","11/15/1993","19:07","Iran","Magistralnye Avialinii","Unknown Flight #","Dubai - Kerman","Antonov AN-124","RA-82071",17.00,17.00,0.00,"Crashed while in a holding pattern and after running out of fuel. The crew did not follow a standard holding pattern.","Antonov",1.00,100
"4215","11/20/1993","23:30","Macedonia","Aviaimpex (Macedonia)","110","Gen<e8>ve - Skopje","Yakovlev YAK-42D","RA-42390",116.00,116.00,0.00,"The airliner crashed and exploded after an aborted landing at Ohrid Airport. The aircraft was diverted to Ohrid because of bad weather. Violation of airport traffipattern. The flight had earlier carried out a missed approach but the crew had reportedly failed to follow the normal procedure and as a result lost situational awareness.","Yakovlev",1.00,100
"4216","11/21/1993","Unknown time","Guatemala","Aerovias de Guatemala SA","Unknown Flight #","Santa Elena - Guatemala City","Beech Queen Air Model 80","TG-ACP",13.00,13.00,0.00,"Crashed into a  mountain, 30km from Guatemala City at 10,500 ft.","Beech",1.00,100
"4217","12/01/1993","19:50","Minnesota","Express Airlines - Northwest Airlink","5719","Minneapolis/St. Paul - Hibbing","British Aerospace Jetstream BA-3100","N334PX",18.00,18.00,0.00,"While on approach, the aircraft collided with trees and terrain 3 miles from the runway threshold in fog and freezing drizzle. Delay by the captain to start the descent which led to a breakdown in crew coordination and the loss of altitude awareness by the flightcrew during an unstabilized approach in night instrument meteorological conditions.","British",1.00,100
"4218","12/03/1993","Unknown time","Canada","ArctiWings & Rotors","Unknown Flight #","Tuktoyaktuk - Inuvik","Britten Norman BN-2A Trislander7","C-GMOP",7.00,7.00,0.00,"Four minutes after taking off the pilot reported he was having engine problems and was returning. The aircraft subsequently crashed onto a frozen lake, 7.7nm from the airfield in darkness.","Britten",1.00,100
"4219","12/09/1993","Unknown time","Senegal","Air Senegal / Gambia Airways","Unknown Flight #","Unknown Route","DHC-6 Twin Otter 300 / NAMC YS-11","6V-ADE / C5-GAA",3.00,3.00,0.00,"Midair collision. The Twin Otter, which was descending inbound to Dakar, collided with a Gambia Airways aircraft which had just taken off. The Twin Otter crashed into the sea. Failure to maintain assigned altitude. Three killed aboard the Twin Otter. The YS-11 was able to land safely.","DHC",1.00,100
"4220","12/13/1993","09:20","Laos","Lao Aviation","Unknown Flight #","Vientiane - Phonesavahn","Yunshuji Y-12-II","RDPL-34117",18.00,18.00,0.00,"Crashed on approach to Phongsavanh Airport after striking trees in heavy fog.","Yunshuji",1.00,100
"4221","12/15/1993","14:00","Philippines","Military - Philippine Air Force","Unknown Flight #","Manila - Naga","Lockheed C-130H","4761",29.00,29.00,0.00,"Flew into the side of Mt. Manase at 2,000 ft., 21nm from the airport  during a VOR approach to Naga. The pilot descended too low in heavy rain and zero visibility.","Lockheed",1.00,100
"4222","12/15/1993","17:33","California","Air Taxi - Martin Aviation LP","Unknown Flight #","Fresno, CA - Santa Ana, CA","Israel Aircraft Industries 1124A","N309CK",5.00,5.00,0.00,"The aircraft followed in a Boeing 757 for landing, became caught in its wake turbulence, rolled into a deep descent and crashed. Rich Snyder, president of In-N-Out Burger chain killed.","Israel",1.00,100
"4223","12/26/1993","Unknown time","Armenia","Kuban Airlines","5719","Krasnadar - Gyumri","Antonov AN-26","CCCP-26141",36.00,36.00,0.00,"The aircraft stalled and crashed in fog when the tail struck the runway as the pilot attempted a go-around as it landed at Gyumri.","Antonov",1.00,100
"4224","01/03/1994","12:07","Russia","Baikal Air","130","Irkutsk - Moscow","Tupolev TU-154M","RA-85656",124.00,124.00,1.00,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the 'starter warning light' thinking it was false.  The crew underestimated the severity of the situation due to shortcomings in the operational documentation.  Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire.","Tupolev",1.00,100
"4225","10/02/1994","Unknown time","Australia","Seaview Aviation","Unknown Flight #","Newcastle - Lord Howe Island","Rockwell Turbo Commander 690B","VH-SVQ",9.00,9.00,0.00,"Crashed at sea 42 minutes after departing.  The pilot reported mechanical problems before contact was lost with the plane.","Rockwell",1.00,100
"4226","01/05/1994","18:29","Florida","Kimura International","Unknown Flight #","Kissimmee - Opa","Beechcraft King Air B90","N230TW",10.00,10.00,0.00,"The pilot indicated he had engine trouble and was attempting to land at Okeechobee. When he could not find the airport, he attempted to land on a dirt road. Upon observing a car on the road he aborted the landing rolled to the right and crashed into trees. Improper remedial action concerning a right engine power anomaly and the failure to maintain adequate airspeed during a go-around from a precautionary landing. Failure of the right engine fuel control bearing.","Beechcraft",1.00,100
"4227","01/07/1994","23:21","Ohio","AtlantiCoast Airlines (United Express)","6291","Washington D.C. - Columbus, OH","British Aerospace Jetstream 4101","N304UE",8.00,5.00,0.00,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamistall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  'glass cockpit' automated aircraft.","British",0.62,62
"4228","01/18/1994","Unknown time","DemocratiRepubliCongo","Scibe Airlift Cargo Zaire","Unknown Flight #","Cotonou - Kinshasa","Learjet 24D","9Q-CBC",2.00,2.00,0.00,"The cargo plane ran out of fuel and crashed.","Learjet",1.00,100
"4229","02/24/1994","11:16","Russia","North Western Air Transport","Unknown Flight #","Volgograd - Nalchik","Antonov AN-12V","RA-11118",13.00,13.00,0.00,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer.","Antonov",1.00,100
"4230","02/25/1994","Unknown time","Peru","Expresso A<e9>reo","Unknown Flight #","Jananjui - Tocache - Tingo Maria - Lima","Yakovlev YAK-40","OB-1559",31.00,31.00,0.00,"The plane struck Cerro Carpich at 4,000 ft., 6 minutes after leaving the airport at Tingo Maria.","Yakovlev",1.00,100
"4231","02/25/1994","19:46","England","British World Airways","4272","Edinburgh - Coventry","Vickers 813 Viscount","G-OHOT",2.00,1.00,0.00,"The cargo plane struck trees and high terrain after losing three engines during severe icing. Multiple engine failures occurred as a result of flight in extreme icing conditions. Incomplete performance of the emergency drills by the crew, as a result of not referring to the Emergency Checklist, prejudiced the chances of successful engine re-starts. Crew actions for securing and re-starting the failed engines, which were not in accordance with the operator's procedures, limited the power available. The drag from two unfeathered propellers of the failed engines and the weight of the heavily iced airframe resulted in a loss of height and control before the chosen diversion airfield could be reached. Poor Crew Resource Management reduced the potential for emergency planning, decision making and workload sharing. Consequently, the crew had no contingency plan for the avoidance of the forecast severe icing conditions, and also was unaware of the relative position of a closer diversion airfield which could have been chosen by making more effective use of air traffiservices.","Vickers",0.50,50
